id,number,name,form,region,type_1,type_2,ability_1,ability_2,ability_hidden,generation,legendary,mega,height,weight,hp,attack,defense,special_attack,special_defense,speed,total
654,554,Darumaka,1,galarian,Ice,"",Hustle,"",Inner Focus,8,0,0,0.7,40,70,90,45,15,45,50,315
655,555,Darmanitan,1,global,Fire,"",Sheer Force,"",Zen Mode,5,0,0,1.3,92.9,105,140,55,30,55,95,480
656,555,Darmanitan,1,global,Fire,Psychic,Zen Mode,"","",5,0,0,1.3,92.9,105,30,105,140,105,55,540
657,555,Darmanitan,1,galarian,Ice,"",Gorilla Tactics,"",Zen Mode,8,0,0,1.7,120,105,140,55,30,55,95,480
658,555,Darmanitan,1,galarian,Ice,Fire,Gorilla Tactics,"",Zen Mode,8,0,0,1.7,120,105,160,55,30,55,135,540
659,556,Maractus,1,global,Grass,"",Water Absorb,Chlorophyll,Storm Drain,5,0,0,1,28,75,86,67,106,67,60,461
660,557,Dwebble,1,global,Bug,Rock,Sturdy,Shell Armor,Weak Armor,5,0,0,0.3,14.5,50,65,85,35,35,55,325
661,558,Crustle,1,global,Bug,Rock,Sturdy,Shell Armor,Weak Armor,5,0,0,1.4,200,70,105,125,65,75,45,485
662,559,Scraggy,1,global,Dark,Fighting,Shed Skin,Moxie,Intimidate,5,0,0,0.6,11.8,50,75,70,35,70,48,348
663,560,Scrafty,1,global,Dark,Fighting,Shed Skin,Moxie,Intimidate,5,0,0,1.1,30,65,90,115,45,115,58,488
664,561,Sigilyph,1,global,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,5,0,0,1.4,14,72,58,80,103,80,97,490
665,562,Yamask,1,global,Ghost,"",Mummy,"","",5,0,0,0.5,1.5,38,30,85,55,65,30,303
666,562,Yamask,1,galarian,Ghost,Ground,Wandering Spilit,"","",8,0,0,0.5,1.5,38,55,85,30,65,30,303
667,563,Cofagrigus,1,global,Ghost,"",Mummy,"","",5,0,0,1.7,76.5,58,50,145,95,105,30,483
668,564,Tirtouga,1,global,Water,Rock,Solid Rock,Sturdy,Swift Swim,5,0,0,0.7,16.5,54,78,103,53,45,22,355
669,565,Carracosta,1,global,Water,Rock,Solid Rock,Sturdy,Swift Swim,5,0,0,1.2,81,74,108,133,83,65,32,495
670,566,Archen,1,global,Rock,Flying,Defeatist,"","",5,0,0,0.5,9.5,55,112,45,74,45,70,401
671,567,Archeops,1,global,Rock,Flying,Defeatist,"","",5,0,0,1.4,32,75,140,65,112,65,110,567
672,568,Trubbish,1,global,Poison,"",Stench,Sticky Hold,Aftermath,5,0,0,0.6,31,50,50,62,40,62,65,329
673,569,Garbodor,1,global,Poison,"",Stench,Weak Armor,Aftermath,5,0,0,1.9,107.3,80,95,82,60,82,75,474
674,570,Zorua,1,global,Dark,"",Illusion,"","",5,0,0,0.7,12.5,40,65,40,80,40,65,330
675,571,Zoroark,1,global,Dark,"",Illusion,"","",5,0,0,1.6,81.1,60,105,60,120,60,105,510
676,572,Minccino,1,global,Normal,"",Cute Charm,Technician,Skill Link,5,0,0,0.4,5.8,55,50,40,40,40,75,300
677,573,Cinccino,1,global,Normal,"",Cute Charm,Technician,Skill Link,5,0,0,0.5,7.5,75,95,60,65,60,115,470
678,574,Gothita,1,global,Psychic,"",Frisk,Competitive,Shadow Tag,5,0,0,0.4,5.8,45,30,50,55,65,45,290
679,575,Gothorita,1,global,Psychic,"",Frisk,Competitive,Shadow Tag,5,0,0,0.7,18,60,45,70,75,85,55,390
680,576,Gothitelle,1,global,Psychic,"",Frisk,Competitive,Shadow Tag,5,0,0,1.5,44,70,55,95,95,110,65,490
681,577,Solosis,1,global,Psychic,"",Overcoat,Magic Guard,Regenerator,5,0,0,0.3,1,45,30,40,105,50,20,290
682,578,Duosion,1,global,Psychic,"",Overcoat,Magic Guard,Regenerator,5,0,0,0.6,8,65,40,50,125,60,30,370
683,579,Reuniclus,1,global,Psychic,"",Overcoat,Magic Guard,Regenerator,5,0,0,1,20.1,110,65,75,125,85,30,490
684,580,Ducklett,1,global,Water,Flying,Keen Eye,Big Pecks,Hydration,5,0,0,0.5,5.5,62,44,50,44,50,55,305
685,581,Swanna,1,global,Water,Flying,Keen Eye,Big Pecks,Hydration,5,0,0,1.3,24.2,75,87,63,87,63,98,473
686,582,Vanillite,1,global,Ice,"",Ice Body,Snow Cloak,Weak Armor,5,0,0,0.4,5.7,36,50,50,65,60,44,305
687,583,Vanillish,1,global,Ice,"",Ice Body,Snow Cloak,Weak Armor,5,0,0,1.1,41,51,65,65,80,75,59,395
688,584,Vanilluxe,1,global,Ice,"",Ice Body,Snow Warning,Weak Armor,5,0,0,1.3,57.5,71,95,85,110,95,79,535
689,585,Deerling,1,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
690,585,Deerling,1,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
691,585,Deerling,1,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
692,585,Deerling,1,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
693,586,Sawsbuck,1,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
694,586,Sawsbuck,1,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
695,586,Sawsbuck,1,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
696,586,Sawsbuck,1,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
697,587,Emolga,1,global,Electric,Flying,Static,"",Motor drive,5,0,0,0.4,5,55,75,60,75,60,103,428
698,588,Karrablast,1,global,Bug,"",Swarm,Shed Skin,No Guard,5,0,0,0.5,5.9,50,75,45,40,45,60,315
699,589,Escavalier,1,global,Bug,Steel,Swarm,Shell Armor,Overcoat,5,0,0,1,33,70,135,105,60,105,20,495
700,590,Foongus,1,global,Grass,Poison,Effect Spore,"",Regenerator,5,0,0,0.2,1,69,55,45,55,55,15,294
701,591,Amoonguss,1,global,Grass,Poison,Effect Spore,"",Regenerator,5,0,0,0.6,10.5,114,85,70,85,80,30,464
702,592,Frillish,1,global,Water,Ghost,Water Absorb,Cursed Body,Damp,5,0,0,1.2,33,55,40,50,65,85,40,335
703,593,Jellicent,1,global,Water,Ghost,Water Absorb,Cursed Body,Damp,5,0,0,2.2,135,100,60,70,85,105,60,480
704,594,Alomomola,1,global,Water,"",Healer,Hydration,Regenerator,5,0,0,1.2,31.6,165,75,80,40,45,65,470
705,595,Joltik,1,global,Bug,Electric,Compound Eyes,Unnerve,Swarm,5,0,0,0.1,0.6,50,47,50,57,50,65,319
706,596,Galvantula,1,global,Bug,Electric,Compound Eyes,Unnerve,Swarm,5,0,0,0.8,14.3,70,77,60,97,60,108,472
707,597,Ferroseed,1,global,Grass,Steel,Iron Barbs,"","",5,0,0,0.6,18.8,44,50,91,24,86,10,305
708,598,Ferrothorn,1,global,Grass,Steel,Iron Barbs,"",Anticipation,5,0,0,1,110,74,94,131,54,116,20,489
709,599,Klink,1,global,Steel,"",Plus,Minus,Clear Body,5,0,0,0.3,21,40,55,70,45,60,30,300
710,600,Klang,1,global,Steel,"",Plus,Minus,Clear Body,5,0,0,0.6,51,60,80,95,70,85,50,440
711,601,Klinklang,1,global,Steel,"",Plus,Minus,Clear Body,5,0,0,0.6,81,60,100,115,70,85,90,520
712,602,Tynamo,1,global,Electric,"",Levitate,"","",5,0,0,0.2,0.3,35,55,40,45,40,60,275
713,603,Eelektrik,1,global,Electric,"",Levitate,"","",5,0,0,1.2,22,65,85,70,75,70,40,405
714,604,Eelektross,1,global,Electric,"",Levitate,"","",5,0,0,2.1,80.5,85,115,80,105,80,50,515
715,605,Elgyem,1,global,Psychic,"",Telepathy,Synchronize,Analytic,5,0,0,0.5,9,55,55,55,85,55,30,335
716,606,Beheeyem,1,global,Psychic,"",Telepathy,Synchronize,Analytic,5,0,0,1,34.5,75,75,75,125,95,40,485
717,607,Litwick,1,global,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,5,0,0,0.3,3.1,50,30,55,65,55,20,275
718,608,Lampent,1,global,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,5,0,0,0.6,13,60,40,60,95,60,55,370
719,609,Chandelure,1,global,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,5,0,0,1,34.3,60,55,90,145,90,80,520
720,610,Axew,1,global,Dragon,"",Rivalry,Mold Breaker,Unnerve,5,0,0,0.6,18,46,87,60,30,40,57,320
721,611,Fraxure,1,global,Dragon,"",Rivalry,Mold Breaker,Unnerve,5,0,0,1,36,66,117,70,40,50,67,410
722,612,Haxorus,1,global,Dragon,"",Rivalry,Mold Breaker,Unnerve,5,0,0,1.8,105.5,76,147,90,60,70,97,540
723,613,Cubchoo,1,global,Ice,"",Snow Cloak,Slush Rush,Rattled,5,0,0,0.5,8.5,55,70,40,60,40,40,305
724,614,Beartic,1,global,Ice,"",Snow Cloak,Slush Rush,Swift Swim,5,0,0,2.6,260,95,130,80,70,80,50,505
725,615,Cryogonal,1,global,Ice,"",Levitate,"","",5,0,0,1.1,148,80,50,50,95,135,105,515
726,616,Shelmet,1,global,Bug,"",Hydration,Shell Armor,Overcoat,5,0,0,0.4,7.7,50,40,85,40,65,25,305
727,617,Accelgor,1,global,Bug,"",Hydration,Sticky Hold,Unburden,5,0,0,0.8,25.3,80,70,40,100,60,145,495
728,618,Stunfisk,1,global,Electric,Ground,Stanfisk,Limber,Sand Veil,5,0,0,0.7,11,109,66,84,81,99,32,471
729,618,Stunfisk,1,galarian,Ground,Steel,Mimicry,"","",8,0,0,0.7,20.5,109,81,99,66,84,32,471
730,619,Mienfoo,1,global,Fighting,"",Inner Focus,Regenerator,Reckless,5,0,0,0.9,20,45,85,50,55,50,65,350
731,620,Mienshao,1,global,Fighting,"",Inner Focus,Regenerator,Reckless,5,0,0,1.4,35.5,65,125,60,95,60,105,510
732,621,Druddigon,1,global,Dragon,"",Rough Skin,Sheer Force,Mold Breaker,5,0,0,1.6,139,77,120,90,60,90,48,485
733,622,Golett,1,global,Ground,Ghost,Iron Fist,Klutz,No Guard,5,0,0,1,92,59,74,50,35,50,35,303
734,623,Golurk,1,global,Ground,Ghost,Iron Fist,Klutz,No Guard,5,0,0,2.8,330,89,124,80,55,80,55,483
735,624,Pawniard,1,global,Dark,Steel,Defiant,Inner Focus,Pressure,5,0,0,0.5,10.2,45,85,70,40,40,60,340
736,625,Bisharp,1,global,Dark,Steel,Defiant,Inner Focus,Pressure,5,0,0,1.6,70,65,125,100,60,70,70,490
737,626,Bouffalant,1,global,Normal,"",Reckless,Sap Sipper,Soundproof,5,0,0,1.6,94.6,95,110,95,40,95,55,490
738,627,Rufflet,1,global,Normal,Flying,Keen Eye,Sheer Force,Hustle,5,0,0,0.5,10.5,70,83,50,37,50,60,350
739,628,Braviary,1,global,Normal,Flying,Keen Eye,Sheer Force,Defiant,5,0,0,1.5,41,100,123,75,57,75,80,510
740,629,Vullaby,1,global,Dark,Flying,Big Pecks,Overcoat,Weak Armor,5,0,0,0.5,9,70,55,75,45,65,60,370
741,630,Mandibuzz,1,global,Dark,Flying,Big Pecks,Overcoat,Weak Armor,5,0,0,1.2,39.5,110,65,105,55,95,80,510
742,631,Heatmor,1,global,Fire,"",Gluttony,Flaash Fire,White Smoke,5,0,0,1.4,58,85,97,66,105,66,65,484
743,632,Durant,1,global,Bug,Steel,Swarm,Hustle,Truant,5,0,0,0.3,33,58,109,112,48,48,109,484
744,633,Deino,1,global,Dark,Dragon,Hustle,"","",5,0,0,0.8,17.3,52,65,50,45,50,38,300
745,634,Zweilous,1,global,Dark,Dragon,Hustle,"","",5,0,0,1.4,50,72,85,70,65,70,58,420
746,635,Hydreigon,1,global,Dark,Dragon,Levitate,"","",5,0,0,1.8,160,92,105,90,125,90,98,600
747,636,Larvesta,1,global,Bug,Fire,Flame Body,"",Swarm,5,0,0,1.1,28.8,55,85,55,50,55,60,360
748,637,Volcarona,1,global,Bug,Fire,Flame Body,"",Swarm,5,0,0,1.6,46,85,60,65,135,105,100,550
749,638,Cobalion,1,global,Steel,Fighting,Justified,"","",5,1,0,2.1,250,91,90,129,90,72,108,580
750,639,Terrakion,1,global,Rock,Fighting,Justified,"","",5,1,0,1.9,260,91,129,90,72,90,108,580
751,640,Virizion,1,global,Grass,Fighting,Justified,"","",5,1,0,2,200,91,90,72,90,129,108,580
752,641,Tornadus,1,global,Flying,"",Prankster,"",Defiant,5,1,0,1.5,63,79,115,70,125,80,111,580
753,641,Tornadus,1,global,Flying,"",Regenerator,"","",5,1,0,1.4,63,79,100,80,110,90,121,580
754,642,Thundurus,1,global,Electric,Flying,Prankster,"",Defiant,5,1,0,1.5,61,79,115,70,125,80,111,580
755,642,Thundurus,1,global,Electric,Flying,Volt Absorb,"","",5,1,0,3,61,79,105,70,145,80,101,580
756,643,Reshiram,1,global,Dragon,Fire,Turboblaze,"","",5,1,0,3.2,330,100,120,100,150,120,90,680
757,644,Zekrom,1,global,Dragon,Electric,Terabolt,"","",5,1,0,2.9,345,100,150,120,120,100,90,680
758,645,Landorus,1,global,Ground,Flying,Sand Force,"",Sheer Force,5,1,0,1.5,68,89,125,90,115,80,101,600
759,645,Landorus,1,global,Ground,Flying,Intimidate,"","",5,1,0,1.3,68,89,145,90,105,80,91,600
760,646,Kyurem,1,global,Dragon,Ice,Pressure,"","",5,1,0,3,325,125,130,90,130,90,95,660
761,646,Kyurem,1,global,Dragon,Ice,Turboblaze,"","",5,1,0,3.6,325,125,120,90,170,100,95,700
762,646,Kyurem,1,global,Dragon,Ice,Terabolt,"","",5,1,0,3.3,325,125,170,100,120,90,95,700
763,647,Keldeo,1,global,Water,Fighting,Justified,"","",5,1,0,1.4,48.5,91,72,90,129,90,108,580
764,647,Keldeo,1,global,Water,Fighting,Justified,"","",5,1,0,1.4,48.5,91,72,90,129,90,108,580
765,648,Meloetta,1,global,Normal,Psychic,Serene Grace,"","",5,1,0,0.6,6.5,100,77,77,128,128,90,600
766,648,Meloetta,1,global,Normal,Fighting,Serene Grace,"","",5,1,0,0.6,6.5,100,128,90,77,77,128,600
767,649,Genesect,1,global,Bug,Steel,Download,"","",5,1,0,1.5,82.5,71,120,95,120,95,99,600
768,650,Chespin,1,global,Grass,"",Overgrow,"",Bulletproof,6,0,0,0.4,9,56,61,65,48,45,38,313
769,651,Quilladin,1,global,Grass,"",Overgrow,"",Bulletproof,6,0,0,0.7,29,61,78,95,56,58,57,405
770,652,Chesnaught,1,global,Grass,Fighting,Overgrow,"",Bulletproof,6,0,0,1.6,90,88,107,122,74,75,64,530
771,653,Fennekin,1,global,Fire,"",Blaze,"",Magician,6,0,0,0.4,9.4,40,45,40,62,60,60,307
772,654,Braixen,1,global,Fire,"",Blaze,"",Magician,6,0,0,1,14.5,59,59,58,90,70,73,409
773,655,Delphox,1,global,Fire,Psychic,Blaze,"",Magician,6,0,0,1.5,39,75,69,72,114,100,104,534
774,656,Froakie,1,global,Water,"",Torrent,"",Protean,6,0,0,0.3,7,41,56,40,62,44,71,314
775,657,Frogadier,1,global,Water,"",Torrent,"",Protean,6,0,0,0.6,10.9,54,63,52,83,56,97,405
776,658,Greninja,1,global,Water,Dark,Torrent,"",Protean,6,0,0,1.5,40,72,95,67,103,71,122,530
777,658,Greninja,1,global,Water,Dark,Battle Bond,"","",7,1,0,1.5,40,72,145,67,153,71,132,640
778,659,Bunnelby,1,global,Normal,"",Pickup,Cheek Pouch,Huge Power,6,0,0,0.4,5,38,36,38,32,36,57,237
779,660,Diggersby,1,global,Normal,Ground,Pickup,Cheek Pouch,Huge Power,6,0,0,1,42.4,85,56,77,50,77,78,423
780,661,Fletchling,1,global,Normal,Flying,Big Pecks,"",Gale Wings,6,0,0,0.3,1.7,45,50,43,40,38,62,278
781,662,Fletchinder,1,global,Fire,Flying,Flame Body,"",Gale Wings,6,0,0,0.7,16,62,73,55,56,52,84,382
782,663,Talonflame,1,global,Fire,Flying,Flame Body,"",Gale Wings,6,0,0,1.2,24.5,78,81,71,74,69,126,499
783,664,Scatterbug,1,global,Bug,"",Shield Dust,Compound Eyes,Friend Guard,6,0,0,0.3,2.5,38,35,40,27,25,35,200
784,665,Spewpa,1,global,Bug,"",Shed Skin,"",Friend Guard,6,0,0,0.3,8.4,45,22,60,27,30,29,213
785,666,Vivillon,1,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
786,667,Litleo,1,global,Fire,Normal,Rivalry,Unnerve,Moxie,6,0,0,0.6,13.5,62,50,58,73,54,72,369
787,668,Pyroar,1,global,Fire,Normal,Rivalry,Unnerve,Moxie,6,0,0,1.5,81.5,86,68,72,109,66,106,507
788,669,Flabebe,1,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303
789,670,Floette,1,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371
790,671,Florges,1,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552
791,672,Skiddo,1,global,Grass,"",Sap Sipper,"",Grass Pelt,6,0,0,0.9,31,66,65,48,62,57,52,350
792,673,Gogoat,1,global,Grass,"",Sap Sipper,"",Grass Pelt,6,0,0,1.7,91,123,100,62,97,81,68,531
793,674,Pancham,1,global,Fighting,"",Iron Fist,Mold Breaker,Scrappy,6,0,0,0.6,8,67,82,62,46,48,43,348
794,675,Pangoro,1,global,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,6,0,0,2.1,136,95,124,78,69,71,58,495
795,676,Furfrou,1,global,Normal,"",Fur Coat,"","",6,0,0,1.2,28,75,80,60,65,90,102,472
796,677,Espurr,1,global,Psychic,"",Keen Eye,Infiltrator,Own Tempo,6,0,0,0.3,3.5,62,48,54,63,60,68,355
797,678,Meowstic M,1,global,Psychic,"",Keen Eye,Infiltrator,Prankster,6,0,0,0.6,8.5,74,48,76,83,81,104,466
798,678,Meowstic F,1,global,Psychic,"",Keen Eye,Infiltrator,Competitive,6,0,0,0.6,8.5,74,48,76,83,81,104,466
799,679,Honedge,1,global,Steel,Ghost,No Guard,"","",6,0,0,0.8,2,45,80,100,35,37,28,325
800,680,Doublade,1,global,Steel,Ghost,No Guard,"","",6,0,0,0.8,4.5,59,110,150,45,49,35,448
801,681,Aegislash,1,global,Steel,Ghost,Stance Change,"","",6,0,0,1.7,53,60,50,150,50,150,60,520
802,681,Aegislash,1,global,Steel,Ghost,Stance Change,"","",6,0,0,1.7,53,60,150,50,150,50,60,520
803,682,Spritzee,1,global,Fairy,"",Healer,"",Aroma Veil,6,0,0,0.2,0.5,78,52,60,63,65,23,341
804,683,Aromatisse,1,global,Fairy,"",Healer,"",Aroma Veil,6,0,0,0.8,15.5,101,72,72,99,89,29,462
805,684,Swirlix,1,global,Fairy,"",Sweet Veil,"",Unburden,6,0,0,0.4,3.5,62,48,66,59,57,49,341
806,685,Slurpuff,1,global,Fairy,"",Sweet Veil,"",Unburden,6,0,0,0.8,5,82,80,86,85,75,72,480
807,686,Inkay,1,global,Dark,Psychic,Contrary,Suction Cups,Infiltrator,6,0,0,0.4,3.5,53,54,53,37,46,45,288
808,687,Malamar,1,global,Dark,Psychic,Contrary,Suction Cups,Infiltrator,6,0,0,1.5,47,86,92,88,68,75,73,482
809,688,Binacle,1,global,Rock,Water,Tough Claws,Sniper,Pickpocket,6,0,0,0.5,31,42,52,67,39,56,50,306
810,689,Barbaracle,1,global,Rock,Water,Tough Claws,Sniper,Pickpocket,6,0,0,1.3,96,72,105,115,54,86,68,500
811,690,Skrelp,1,global,Poison,Water,Poison Point,Poison Touch,Adaptability,6,0,0,0.5,7.3,50,60,60,60,60,30,320
812,691,Dragalge,1,global,Poison,Dragon,Poison Point,Poison Touch,Adaptability,6,0,0,1.8,81.5,65,75,90,97,123,44,494
813,692,Clauncher,1,global,Water,"",Mega Launcher,"","",6,0,0,0.5,8.3,50,53,62,58,63,44,330
814,693,Clawitzer,1,global,Water,"",Mega Launcher,"","",6,0,0,1.3,35.3,71,73,88,120,89,59,500
815,694,Helioptile,1,global,Electric,Normal,Dry Skin,Sand Veil,Solar Power,6,0,0,0.5,6,44,38,33,61,43,70,289
816,695,Heliolisk,1,global,Electric,Normal,Dry Skin,Sand Veil,Solar Power,6,0,0,1,21,62,55,52,109,94,109,481
817,696,Tyrunt,1,global,Rock,Dragon,Strong Jaw,"",Sturdy,6,0,0,0.8,26,58,89,77,45,45,48,362
818,697,Tyrantrum,1,global,Rock,Dragon,Strong Jaw,"",Rock Head,6,0,0,2.5,270,82,121,119,69,59,71,521
819,698,Amaura,1,global,Rock,Ice,Refrigerate,"",Snow Warning,6,0,0,1.3,25.2,77,59,50,67,63,46,362
820,699,Aurorus,1,global,Rock,Ice,Refrigerate,"",Snow Warning,6,0,0,2.7,225,123,77,72,99,92,58,521
821,700,Sylveon,1,global,Fairy,"",Cute Charm,"",Pixilate,6,0,0,1,23.5,95,65,65,110,130,60,525
822,701,Hawlucha,1,global,Fighting,Flying,Limber,Unburden,Mold Breaker,6,0,0,0.8,21.5,78,92,75,74,63,118,500
823,702,Dedenne,1,global,Electric,Fairy,Cheek Pouch,Pickup,Plus,6,0,0,0.2,2.2,67,58,57,81,67,101,431
824,703,Carbink,1,global,Rock,Fairy,Clear Body,"",Sturdy,6,0,0,0.3,5.7,50,50,150,50,150,50,500
825,704,Goomy,1,global,Dragon,"",Sap Sipper,Hydration,Gooey,6,0,0,0.3,2.8,45,50,35,55,75,40,300
826,705,Sliggoo,1,global,Dragon,"",Sap Sipper,Hydration,Gooey,6,0,0,0.8,17.5,68,75,53,83,113,60,452
827,706,Goodra,1,global,Dragon,"",Sap Sipper,Hydration,Gooey,6,0,0,2,150.5,90,100,70,110,150,80,600
828,707,Klefki,1,global,Steel,Fairy,Prankster,"",Magician,6,0,0,0.2,3,57,80,91,80,87,75,470
829,708,Phantump,1,global,Ghost,Grass,Natural Cure,Frisk,Harvest,6,0,0,0.4,7,43,70,48,50,60,38,309
830,709,Trevenant,1,global,Ghost,Grass,Natural Cure,Frisk,Harvest,6,0,0,1.5,71,85,110,76,65,82,56,474
831,710,Pumpkaboo,1,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.3,3.5,49,66,70,44,55,51,335
832,710,Pumpkaboo,1,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.4,5,44,66,70,44,55,56,335
833,710,Pumpkaboo,1,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.5,7.5,54,66,70,44,55,46,335
834,710,Pumpkaboo,1,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.8,15,59,66,70,44,55,41,335
835,711,Gourgeist,1,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.7,9.5,65,90,122,58,75,84,494
836,711,Gourgeist,1,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.9,12.5,55,85,122,58,75,99,494
837,711,Gourgeist,1,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,1.1,14,75,95,122,58,75,69,494
838,711,Gourgeist,1,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,1.7,39,85,100,122,58,75,54,494
839,712,Bergmite,1,global,Ice,"",Own Tempo,Ice Body,Sturdy,6,0,0,1,99.5,55,69,85,32,35,28,304
840,713,Avalugg,1,global,Ice,"",Own Tempo,Ice Body,Sturdy,6,0,0,2,505,95,117,184,44,46,28,514
841,714,Noibat,1,global,Flying,Dragon,Frisk,Infiltrator,Telepathy,6,0,0,0.5,8,40,30,35,45,40,55,245
842,715,Noivern,1,global,Flying,Dragon,Frisk,Infiltrator,Telepathy,6,0,0,1.5,85,85,70,80,97,80,123,535
843,716,Xerneas,1,global,Fairy,"",Fairy Aura,"","",6,1,0,3,215,126,131,95,131,98,99,680
844,717,Yveltal,1,global,Dark,Flying,Dark Aura,"","",6,1,0,5.8,203,126,131,95,131,98,99,680
845,718,Zygarde,1,global,Dragon,Ground,Aura Break,Power Construct,"",6,1,0,5,305,108,100,121,81,95,95,600
846,718,Zygarde,1,global,Dragon,Ground,Aura Break,Power Construct,"",6,1,0,1.2,33.5,54,100,71,61,85,115,486
847,718,Zygarde,1,global,Dragon,Ground,Power Construct,"","",6,1,0,4.5,610,216,100,121,91,95,85,708
848,719,Diancie,1,global,Rock,Fairy,Clear Body,"","",6,1,0,0.7,8.8,50,100,150,100,150,50,600
849,719,Mega Diancie,1,global,Rock,Fairy,Magic Bounce,"","",6,1,1,1.1,27.8,50,160,110,160,110,110,700
850,720,Hoopa,1,global,Psychic,Ghost,Magician,"","",6,1,0,0.5,9,80,110,60,150,130,70,600
851,720,Hoopa,1,global,Psychic,Dark,Magician,"","",6,1,0,6.5,490,80,160,60,170,130,80,680
852,721,Volcanion,1,global,Fire,Water,Watet Absorb,"","",6,1,0,1.7,195,80,110,120,130,90,70,600
853,722,Rowlet,1,global,Grass,Flying,Overgrow,"",Long Reach,7,0,0,0.3,1.5,68,55,55,50,50,42,320
854,723,Dartrix,1,global,Grass,Flying,Overgrow,"",Long Reach,7,0,0,0.7,16,78,75,75,70,70,52,420
855,724,Decidueye,1,global,Grass,Ghost,Overgrow,"",Long Reach,7,0,0,1.6,36.6,78,107,75,100,100,70,530
856,725,Litten,1,global,Fire,"",Blaze,"",Intimidate,7,0,0,0.4,4.3,45,65,40,60,40,70,320
857,726,Torracat,1,global,Fire,"",Blaze,"",Intimidate,7,0,0,0.7,25,65,85,50,80,50,90,420
858,727,Incineroar,1,global,Fire,Dark,Blaze,"",Intimidate,7,0,0,1.8,83,95,115,90,80,90,60,530
859,728,Popplio,1,global,Water,"",Torrent,"",Liquid Voice,7,0,0,0.4,7.5,50,54,54,66,56,40,320
860,729,Brionne,1,global,Water,"",Torrent,"",Liquid Voice,7,0,0,0.6,17.5,60,69,69,91,81,50,420
861,730,Primarina,1,global,Water,Fairy,Torrent,"",Liquid Voice,7,0,0,1.8,44,80,74,74,126,116,60,530
862,731,Pikipek,1,global,Normal,Flying,Keen Eye,Skill Link,Pickup,7,0,0,0.3,1.2,35,75,30,30,30,65,265
863,732,Trumbeak,1,global,Normal,Flying,Keen Eye,Skill Link,Pickup,7,0,0,0.6,14.8,55,85,50,40,50,75,355
864,733,Toucannon,1,global,Normal,Flying,Keen Eye,Skill Link,Sheer Force,7,0,0,1.1,26,80,120,75,75,75,60,485
865,734,Yungoos,1,global,Normal,"",Stakeout,Strong Jaw,Adaptability,7,0,0,0.4,6,48,70,30,30,30,45,253
866,735,Gumshoos,1,global,Normal,"",Stakeout,Strong Jaw,Adaptability,7,0,0,0.7,14.2,88,110,60,55,60,45,418
867,736,Grubbin,1,global,Bug,"",Swarm,"","",7,0,0,0.4,4.4,47,62,45,55,45,46,300
868,737,Charjabug,1,global,Bug,Electric,Battery,"","",7,0,0,0.5,10.5,57,82,95,55,75,36,400
869,738,Vikavolt,1,global,Bug,Electric,Levitate,"","",7,0,0,1.5,45,77,70,90,145,75,43,500
870,739,Crabrawler,1,global,Fighting,"",Hyper Cutter,Iron Fist,Anger Point,7,0,0,0.6,7,47,82,57,42,47,63,338
871,740,Crabominable,1,global,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,7,0,0,1.7,180,97,132,77,62,67,43,478
