id,number,name,form,region,type_1,type_2,ability_1,ability_2,ability_hidden,generation,legendary,mega,height,weight,hp,attack,defense,special_attack,special_defense,speed,total,enabled,rarity_tier,gender
569,479,Rotom,0,global,Electric,Ghost,Levitate,"","",4,0,0,0.3,0.3,50,50,77,95,77,91,440,1,rare,uk
570,479,Rotom,1,global,Electric,Fire,Levitate,"","",4,0,0,0.3,0.3,50,65,107,105,107,86,520,1,rare,uk
571,479,Rotom,2,global,Electric,Water,Levitate,"","",4,0,0,0.3,0.3,50,65,107,105,107,86,520,1,rare,uk
572,479,Rotom,3,global,Electric,Ice,Levitate,"","",4,0,0,0.3,0.3,50,65,107,105,107,86,520,1,rare,uk
573,479,Rotom,4,global,Electric,Flying,Levitate,"","",4,0,0,0.3,0.3,50,65,107,105,107,86,520,1,rare,uk
574,479,Rotom,5,global,Electric,Grass,Levitate,"","",4,0,0,0.3,0.3,50,65,107,105,107,86,520,1,rare,uk
575,480,Uxie,0,global,Psychic,"",Levitate,"","",4,1,0,0.3,0.3,75,75,130,75,130,95,580,1,ultra-rare,uk
576,481,Mesprit,0,global,Psychic,"",Levitate,"","",4,1,0,0.3,0.3,80,105,105,105,105,80,580,1,ultra-rare,uk
577,482,Azelf,0,global,Psychic,"",Levitate,"","",4,1,0,0.3,0.3,75,125,70,125,70,115,580,1,ultra-rare,uk
578,483,Dialga,0,global,Steel,Dragon,Pressure,"",Telepathy,4,1,0,5.4,683,100,120,120,150,100,90,680,1,ultra-rare,uk
579,484,Palkia,0,global,Water,Dragon,Pressure,"",Telepathy,4,1,0,4.2,336,90,120,100,150,120,100,680,1,ultra-rare,uk
580,485,Heatran,0,global,Fire,Steel,Flash Fire,"",Flame Body,4,1,0,1.7,430,91,90,106,130,106,77,600,1,ultra-rare,mf
581,486,Regigigas,0,global,Normal,"",Slow Start,"","",4,1,0,3.7,420,110,160,110,80,110,100,670,1,ultra-rare,uk
582,487,Giratina,0,global,Ghost,Dragon,Pressure,"",Telepathy,4,1,0,4.5,750,150,100,120,100,120,90,680,1,ultra-rare,uk
583,487,Giratina,1,global,Ghost,Dragon,Levitate,"","",4,1,0,6.9,650,150,120,100,120,100,90,680,1,ultra-rare,uk
584,488,Cresselia,0,global,Psychic,"",Levitate,"","",4,1,0,1.5,85.6,120,70,120,75,130,85,600,1,ultra-rare,fo
585,489,Phione,0,global,Water,"",Hydration,"","",4,1,0,0.4,3.1,80,80,80,80,80,80,480,1,ultra-rare,uk
586,490,Manaphy,0,global,Water,"",Hydration,"","",4,1,0,0.3,1.4,100,100,100,100,100,100,600,1,ultra-rare,uk
587,491,Darkrai,0,global,Dark,"",Bad Dreams,"","",4,1,0,1.5,50.5,70,90,90,135,90,125,600,1,ultra-rare,uk
588,492,Shaymin,0,global,Grass,"",Natural cure,"","",4,1,0,0.2,2.1,100,100,100,100,100,100,600,1,ultra-rare,uk
589,492,Shaymin,1,global,Grass,Flying,Serene Grace,"","",4,1,0,0.4,5.2,100,103,75,120,75,127,600,1,ultra-rare,uk
590,493,Arceus,0,global,Normal,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
591,494,Victini,0,global,Psychic,Fire,Victory Star,"","",5,1,0,0.4,4,100,100,100,100,100,100,600,1,ultra-rare,uk
592,495,Snivy,0,global,Grass,"",Overgrow,"",Contrary,5,0,0,0.6,8.1,45,45,55,45,55,63,308,1,ultra-common,mf
593,496,Servine,0,global,Grass,"",Overgrow,"",Contrary,5,0,0,0.8,16,60,60,75,60,75,83,413,1,common,mf
594,497,Serperior,0,global,Grass,"",Overgrow,"",Contrary,5,0,0,3.3,63,75,75,95,75,95,113,528,1,rare,mf
595,498,Tepig,0,global,Fire,"",Blaze,"",Thick Fat,5,0,0,0.5,9.9,65,63,45,45,45,45,308,1,ultra-common,mf
596,499,Pignite,0,global,Fire,Fighting,Blaze,"",Thick Fat,5,0,0,1,55.5,90,93,55,70,55,55,418,1,common,mf
597,500,Emboar,0,global,Fire,Fighting,Blaze,"",Reckless,5,0,0,1.6,150,110,123,65,100,65,65,528,1,rare,mf
598,501,Oshawott,0,global,Water,"",Torrent,"",Shell Armor,5,0,0,0.5,5.9,55,55,45,63,45,45,308,1,ultra-common,mf
599,502,Dewott,0,global,Water,"",Torrent,"",Shell Armor,5,0,0,0.8,24.5,75,75,60,83,60,60,413,1,common,mf
600,503,Samurott,0,global,Water,"",Torrent,"",Shell Armor,5,0,0,1.5,94.6,95,100,85,108,70,70,528,1,rare,mf
601,504,Patrat,0,global,Normal,"",Run Away,Keen Eye,Analytic,5,0,0,0.5,11.6,45,55,39,35,39,42,255,1,ultra-common,mf
602,505,Watchog,0,global,Normal,"",Illuminate,Keen Eye,Analytic,5,0,0,1.1,27,60,85,69,60,69,77,420,1,ultra-common,mf
603,506,Lillipup,0,global,Normal,"",Vital Spilit,Pickup,Run Away,5,0,0,0.4,4.1,45,60,45,25,45,55,275,1,ultra-common,mf
604,507,Herdier,0,global,Normal,"",Intimidate,Sand Rush,Scrappy,5,0,0,0.9,14.7,65,80,65,35,65,60,370,1,ultra-common,mf
605,508,Stoutland,0,global,Normal,"",Intimidate,Sand Rush,Scrappy,5,0,0,1.2,61,85,110,90,45,90,80,500,1,common,mf
606,509,Purrloin,0,global,Dark,"",Limber,Unburden,Prankster,5,0,0,0.4,10.1,41,50,37,50,37,66,281,1,ultra-common,mf
607,510,Liepard,0,global,Dark,"",Limber,Unburden,Prankster,5,0,0,1.1,37.5,64,88,50,88,50,106,446,1,common,mf
608,511,Pansage,0,global,Grass,"",Gluttony,"",Overgrow,5,0,0,0.6,10.5,50,53,48,53,48,64,316,1,ultra-common,mf
609,512,Simisage,0,global,Grass,"",Gluttony,"",Overgrow,5,0,0,1.1,30.5,75,98,63,98,63,101,498,1,common,mf
610,513,Pansear,0,global,Fire,"",Gluttony,"",Blaze,5,0,0,0.6,11,50,53,48,53,48,64,316,1,ultra-common,mf
611,514,Simisear,0,global,Fire,"",Gluttony,"",Blaze,5,0,0,1,28,75,98,63,98,63,101,498,1,common,mf
612,515,Panpour,0,global,Water,"",Gluttony,"",Torrent,5,0,0,0.6,13.5,50,53,48,53,48,64,316,1,ultra-common,mf
613,516,Simipour,0,global,Water,"",Gluttony,"",Torrent,5,0,0,1,29,75,98,63,98,63,101,498,1,common,mf
614,517,Munna,0,global,Psychic,"",Forewarn,Synchronize,Telepathy,5,0,0,0.6,23.3,76,25,45,67,55,24,292,1,ultra-common,mf
615,518,Musharna,0,global,Psychic,"",Forewarn,Synchronize,Telepathy,5,0,0,1.1,60.5,116,55,85,107,95,29,487,1,common,mf
616,519,Pidove,0,global,Normal,Flying,Big Pecks,Super Luck,Rivalry,5,0,0,0.3,2.1,50,55,50,36,30,43,264,1,ultra-common,mf
617,520,Tranquill,0,global,Normal,Flying,Big Pecks,Super Luck,Rivalry,5,0,0,0.6,15,62,77,62,50,42,65,358,1,ultra-common,mf
618,521,Unfezant,0,global,Normal,Flying,Big Pecks,Super Luck,Rivalry,5,0,0,1.2,29,80,115,80,65,55,93,488,1,common,fo
619,522,Blitzle,0,global,Electric,"",Lightning Rod,Motor Drive,Sap Sipper,5,0,0,0.8,29.8,45,60,32,50,32,76,295,1,ultra-common,mf
620,523,Zebstrika,0,global,Electric,"",Lightning Rod,Motor Drive,Sap Sipper,5,0,0,1.6,79.5,75,100,63,80,63,116,497,1,common,mf
621,524,Roggenrola,0,global,Rock,"",Sturdy,Weak Armor,Sand Force,5,0,0,0.4,18,55,75,85,25,25,15,280,1,ultra-common,mf
622,525,Boldore,0,global,Rock,"",Sturdy,Weak Armor,Sand Force,5,0,0,0.9,102,70,105,105,50,40,20,390,1,ultra-common,mf
623,526,Gigalith,0,global,Rock,"",Sturdy,Sand Stream,Sand Force,5,0,0,1.7,260,85,135,130,60,80,25,515,1,common,mf
624,527,Woobat,0,global,Psychic,Flying,Unaware,Klutz,Simple,5,0,0,0.4,2.1,65,45,43,55,43,72,323,1,ultra-common,mf
625,528,Swoobat,0,global,Psychic,Flying,Unaware,Klutz,Simple,5,0,0,0.9,10.5,67,57,55,77,55,114,425,1,common,mf
626,529,Drilbur,0,global,Ground,"",Sand Rush,Sand Force,Mold Breaker,5,0,0,0.3,8.5,60,85,40,30,45,68,328,1,ultra-common,mf
627,530,Excadrill,0,global,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,5,0,0,0.7,40.4,110,135,60,50,65,88,508,1,common,mf
628,531,Audino,0,global,Normal,"",Healer,Regenerator,Klutz,5,0,0,1.1,31,103,60,86,60,86,50,445,1,common,mf
629,531,Mega Audino,0,global,Normal,Fairy,Healer,"","",5,0,1,1.5,32,103,60,126,80,126,50,545,1,rare,mf
630,532,Timburr,0,global,Fighting,"",Guts,Sheer Force,Iron Fist,5,0,0,0.6,12.5,75,80,55,25,35,35,305,1,ultra-common,mf
631,533,Gurdurr,0,global,Fighting,"",Guts,Sheer Force,Iron Fist,5,0,0,1.2,40,85,105,85,40,50,40,405,1,ultra-common,mf
632,534,Conkeldurr,0,global,Fighting,"",Guts,Sheer Force,Iron Fist,5,0,0,1.4,87,105,140,95,55,65,45,505,1,common,mf
633,535,Tympole,0,global,Water,"",Swift Swim,Hydration,Water Absorb,5,0,0,0.5,4.5,50,50,40,50,40,64,294,1,ultra-common,mf
634,536,Palpitoad,0,global,Water,Ground,Swift Swim,Hydration,Water Absorb,5,0,0,0.8,17,75,65,55,65,55,69,384,1,ultra-common,mf
635,537,Seismitoad,0,global,Water,Ground,Swift Swim,Poison Touch,Water Absorb,5,0,0,1.5,62,105,95,75,85,75,74,509,1,common,mf
636,538,Throh,0,global,Fighting,"",Guts,Inner Focus,Mold Breaker,5,0,0,1.3,55.5,120,100,85,30,85,45,465,1,common,mo
637,539,Sawk,0,global,Fighting,"",Sturdy,Inner Focus,Mold Breaker,5,0,0,1.4,51,75,125,75,30,75,85,465,1,common,mo
638,540,Sewaddle,0,global,Bug,Grass,Swarm,Chlorophyll,Overcoat,5,0,0,0.3,2.5,45,53,70,40,60,42,310,1,ultra-common,mf
639,541,Swadloon,0,global,Bug,Grass,Leaf guard,Chlorophyll,Overcoat,5,0,0,0.5,7.3,55,63,90,50,80,42,380,1,ultra-common,mf
640,542,Leavanny,0,global,Bug,Grass,Swarm,Chlorophyll,Overcoat,5,0,0,1.2,20.5,75,103,80,70,80,92,500,1,common,mf
641,543,Venipede,0,global,Bug,Poison,Poison Point,Swarm,Speed Boost,5,0,0,0.4,5.3,30,45,59,30,39,57,260,1,ultra-common,mf
642,544,Whirlipede,0,global,Bug,Poison,Poison Point,Swarm,Speed Boost,5,0,0,1.2,58.5,40,55,99,40,79,47,360,1,ultra-common,mf
643,545,Scolipede,0,global,Bug,Poison,Poison Point,Swarm,Speed Boost,5,0,0,1.5,200.5,60,100,89,55,69,112,485,1,common,mf
644,546,Cottonee,0,global,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,5,0,0,0.3,0.6,40,27,60,37,50,66,280,1,ultra-common,mf
645,547,Whimsicott,0,global,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,5,0,0,0.7,6.6,60,67,85,77,75,116,480,1,common,mf
646,548,Petilil,0,global,Grass,"",Chlorophyll,Own Tempo,Leaf Guard,5,0,0,0.5,6.6,45,35,50,70,50,30,280,1,ultra-common,fo
647,549,Lilligant,0,global,Grass,"",Chlorophyll,Own Tempo,Leaf Guard,5,0,0,1.1,16.3,70,60,75,110,75,90,480,1,common,fo
648,550,Basculin,0,global,Water,"",Reckless,Adaptability,Mold Breaker,5,0,0,1,18,70,92,65,80,55,98,460,1,common,mf
649,550,Basculin,1,global,Water,"",Rock Head,Adaptability,Mold Breaker,5,0,0,1,18,70,92,65,80,55,98,460,1,common,mf
650,551,Sandile,0,global,Ground,Dark,Intimidate,Moxie,Anger Point,5,0,0,0.7,15.2,50,72,35,35,35,65,292,1,ultra-common,mf
651,552,Krokorok,0,global,Ground,Dark,Intimidate,Moxie,Anger Point,5,0,0,1,33.4,60,82,45,45,45,74,351,1,ultra-common,mf
652,553,Krookodile,0,global,Ground,Dark,Intimidate,Moxie,Anger Point,5,0,0,1.5,96.3,95,117,80,65,70,92,519,1,common,mf
653,554,Darumaka,0,global,Fire,"",Hustle,"",Inner Focus,5,0,0,0.6,37.5,70,90,45,15,45,50,315,1,ultra-common,mf
654,554,Darumaka,0,galarian,Ice,"",Hustle,"",Inner Focus,8,0,0,0.7,40,70,90,45,15,45,50,315,1,ultra-common,mf
655,555,Darmanitan,0,global,Fire,"",Sheer Force,"",Zen Mode,5,0,0,1.3,92.9,105,140,55,30,55,95,480,1,common,mf
656,555,Darmanitan,1,global,Fire,Psychic,Zen Mode,"","",5,0,0,1.3,92.9,105,30,105,140,105,55,540,1,rare,mf
657,555,Darmanitan,0,galarian,Ice,"",Gorilla Tactics,"",Zen Mode,8,0,0,1.7,120,105,140,55,30,55,95,480,1,common,mf
658,555,Darmanitan,1,galarian,Ice,Fire,Gorilla Tactics,"",Zen Mode,8,0,0,1.7,120,105,160,55,30,55,135,540,1,rare,mf
659,556,Maractus,0,global,Grass,"",Water Absorb,Chlorophyll,Storm Drain,5,0,0,1,28,75,86,67,106,67,60,461,1,common,mf
660,557,Dwebble,0,global,Bug,Rock,Sturdy,Shell Armor,Weak Armor,5,0,0,0.3,14.5,50,65,85,35,35,55,325,1,ultra-common,mf
661,558,Crustle,0,global,Bug,Rock,Sturdy,Shell Armor,Weak Armor,5,0,0,1.4,200,70,105,125,65,75,45,485,1,common,mf
662,559,Scraggy,0,global,Dark,Fighting,Shed Skin,Moxie,Intimidate,5,0,0,0.6,11.8,50,75,70,35,70,48,348,1,ultra-common,mf
663,560,Scrafty,0,global,Dark,Fighting,Shed Skin,Moxie,Intimidate,5,0,0,1.1,30,65,90,115,45,115,58,488,1,common,mf
664,561,Sigilyph,0,global,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,5,0,0,1.4,14,72,58,80,103,80,97,490,1,common,mf
665,562,Yamask,0,global,Ghost,"",Mummy,"","",5,0,0,0.5,1.5,38,30,85,55,65,30,303,1,ultra-common,mf
666,562,Yamask,0,galarian,Ghost,Ground,Wandering Spilit,"","",8,0,0,0.5,1.5,38,55,85,30,65,30,303,1,ultra-common,mf
667,563,Cofagrigus,0,global,Ghost,"",Mummy,"","",5,0,0,1.7,76.5,58,50,145,95,105,30,483,1,common,mf
668,564,Tirtouga,0,global,Water,Rock,Solid Rock,Sturdy,Swift Swim,5,0,0,0.7,16.5,54,78,103,53,45,22,355,1,ultra-common,mf
669,565,Carracosta,0,global,Water,Rock,Solid Rock,Sturdy,Swift Swim,5,0,0,1.2,81,74,108,133,83,65,32,495,1,common,mf
670,566,Archen,0,global,Rock,Flying,Defeatist,"","",5,0,0,0.5,9.5,55,112,45,74,45,70,401,1,ultra-common,mf
671,567,Archeops,0,global,Rock,Flying,Defeatist,"","",5,0,0,1.4,32,75,140,65,112,65,110,567,1,rare,mf
672,568,Trubbish,0,global,Poison,"",Stench,Sticky Hold,Aftermath,5,0,0,0.6,31,50,50,62,40,62,65,329,1,ultra-common,mf
673,569,Garbodor,0,global,Poison,"",Stench,Weak Armor,Aftermath,5,0,0,1.9,107.3,80,95,82,60,82,75,474,1,common,mf
674,570,Zorua,0,global,Dark,"",Illusion,"","",5,0,0,0.7,12.5,40,65,40,80,40,65,330,1,ultra-common,mf
675,571,Zoroark,0,global,Dark,"",Illusion,"","",5,0,0,1.6,81.1,60,105,60,120,60,105,510,1,common,mf
676,572,Minccino,0,global,Normal,"",Cute Charm,Technician,Skill Link,5,0,0,0.4,5.8,55,50,40,40,40,75,300,1,ultra-common,mf
677,573,Cinccino,0,global,Normal,"",Cute Charm,Technician,Skill Link,5,0,0,0.5,7.5,75,95,60,65,60,115,470,1,common,mf
678,574,Gothita,0,global,Psychic,"",Frisk,Competitive,Shadow Tag,5,0,0,0.4,5.8,45,30,50,55,65,45,290,1,ultra-common,mf
679,575,Gothorita,0,global,Psychic,"",Frisk,Competitive,Shadow Tag,5,0,0,0.7,18,60,45,70,75,85,55,390,1,ultra-common,mf
680,576,Gothitelle,0,global,Psychic,"",Frisk,Competitive,Shadow Tag,5,0,0,1.5,44,70,55,95,95,110,65,490,1,common,mf
681,577,Solosis,0,global,Psychic,"",Overcoat,Magic Guard,Regenerator,5,0,0,0.3,1,45,30,40,105,50,20,290,1,ultra-common,mf
682,578,Duosion,0,global,Psychic,"",Overcoat,Magic Guard,Regenerator,5,0,0,0.6,8,65,40,50,125,60,30,370,1,ultra-common,mf
683,579,Reuniclus,0,global,Psychic,"",Overcoat,Magic Guard,Regenerator,5,0,0,1,20.1,110,65,75,125,85,30,490,1,common,mf
684,580,Ducklett,0,global,Water,Flying,Keen Eye,Big Pecks,Hydration,5,0,0,0.5,5.5,62,44,50,44,50,55,305,1,ultra-common,mf
685,581,Swanna,0,global,Water,Flying,Keen Eye,Big Pecks,Hydration,5,0,0,1.3,24.2,75,87,63,87,63,98,473,1,common,mf
686,582,Vanillite,0,global,Ice,"",Ice Body,Snow Cloak,Weak Armor,5,0,0,0.4,5.7,36,50,50,65,60,44,305,1,ultra-common,mf
687,583,Vanillish,0,global,Ice,"",Ice Body,Snow Cloak,Weak Armor,5,0,0,1.1,41,51,65,65,80,75,59,395,1,ultra-common,mf
688,584,Vanilluxe,0,global,Ice,"",Ice Body,Snow Warning,Weak Armor,5,0,0,1.3,57.5,71,95,85,110,95,79,535,1,rare,mf
689,585,Deerling,0,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,1,ultra-common,mf
690,585,Deerling,1,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,1,ultra-common,mf
691,585,Deerling,2,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,1,ultra-common,mf
692,585,Deerling,3,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,1,ultra-common,mf
693,586,Sawsbuck,0,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,1,common,mf
694,586,Sawsbuck,1,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,1,common,mf
695,586,Sawsbuck,2,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,1,common,mf
696,586,Sawsbuck,3,global,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,1,common,mf
697,587,Emolga,0,global,Electric,Flying,Static,"",Motor drive,5,0,0,0.4,5,55,75,60,75,60,103,428,1,common,mf
698,588,Karrablast,0,global,Bug,"",Swarm,Shed Skin,No Guard,5,0,0,0.5,5.9,50,75,45,40,45,60,315,1,ultra-common,mf
699,589,Escavalier,0,global,Bug,Steel,Swarm,Shell Armor,Overcoat,5,0,0,1,33,70,135,105,60,105,20,495,1,common,mf
700,590,Foongus,0,global,Grass,Poison,Effect Spore,"",Regenerator,5,0,0,0.2,1,69,55,45,55,55,15,294,1,ultra-common,mf
701,591,Amoonguss,0,global,Grass,Poison,Effect Spore,"",Regenerator,5,0,0,0.6,10.5,114,85,70,85,80,30,464,1,common,mf
702,592,Frillish,0,global,Water,Ghost,Water Absorb,Cursed Body,Damp,5,0,0,1.2,33,55,40,50,65,85,40,335,1,ultra-common,fo
703,593,Jellicent,0,global,Water,Ghost,Water Absorb,Cursed Body,Damp,5,0,0,2.2,135,100,60,70,85,105,60,480,1,common,fo
704,594,Alomomola,0,global,Water,"",Healer,Hydration,Regenerator,5,0,0,1.2,31.6,165,75,80,40,45,65,470,1,common,mf
705,595,Joltik,0,global,Bug,Electric,Compound Eyes,Unnerve,Swarm,5,0,0,0.1,0.6,50,47,50,57,50,65,319,1,ultra-common,mf
706,596,Galvantula,0,global,Bug,Electric,Compound Eyes,Unnerve,Swarm,5,0,0,0.8,14.3,70,77,60,97,60,108,472,1,common,mf
707,597,Ferroseed,0,global,Grass,Steel,Iron Barbs,"","",5,0,0,0.6,18.8,44,50,91,24,86,10,305,1,ultra-common,mf
708,598,Ferrothorn,0,global,Grass,Steel,Iron Barbs,"",Anticipation,5,0,0,1,110,74,94,131,54,116,20,489,1,common,mf
709,599,Klink,0,global,Steel,"",Plus,Minus,Clear Body,5,0,0,0.3,21,40,55,70,45,60,30,300,1,ultra-common,uk
710,600,Klang,0,global,Steel,"",Plus,Minus,Clear Body,5,0,0,0.6,51,60,80,95,70,85,50,440,1,common,uk
711,601,Klinklang,0,global,Steel,"",Plus,Minus,Clear Body,5,0,0,0.6,81,60,100,115,70,85,90,520,1,common,uk
712,602,Tynamo,0,global,Electric,"",Levitate,"","",5,0,0,0.2,0.3,35,55,40,45,40,60,275,1,ultra-common,mf
713,603,Eelektrik,0,global,Electric,"",Levitate,"","",5,0,0,1.2,22,65,85,70,75,70,40,405,1,ultra-common,mf
714,604,Eelektross,0,global,Electric,"",Levitate,"","",5,0,0,2.1,80.5,85,115,80,105,80,50,515,1,common,mf
715,605,Elgyem,0,global,Psychic,"",Telepathy,Synchronize,Analytic,5,0,0,0.5,9,55,55,55,85,55,30,335,1,ultra-common,mf
716,606,Beheeyem,0,global,Psychic,"",Telepathy,Synchronize,Analytic,5,0,0,1,34.5,75,75,75,125,95,40,485,1,common,mf
717,607,Litwick,0,global,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,5,0,0,0.3,3.1,50,30,55,65,55,20,275,1,ultra-common,mf
718,608,Lampent,0,global,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,5,0,0,0.6,13,60,40,60,95,60,55,370,1,ultra-common,mf
719,609,Chandelure,0,global,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,5,0,0,1,34.3,60,55,90,145,90,80,520,1,common,mf
720,610,Axew,0,global,Dragon,"",Rivalry,Mold Breaker,Unnerve,5,0,0,0.6,18,46,87,60,30,40,57,320,1,ultra-common,mf
721,611,Fraxure,0,global,Dragon,"",Rivalry,Mold Breaker,Unnerve,5,0,0,1,36,66,117,70,40,50,67,410,1,ultra-common,mf
722,612,Haxorus,0,global,Dragon,"",Rivalry,Mold Breaker,Unnerve,5,0,0,1.8,105.5,76,147,90,60,70,97,540,1,ultra-rare,mf
723,613,Cubchoo,0,global,Ice,"",Snow Cloak,Slush Rush,Rattled,5,0,0,0.5,8.5,55,70,40,60,40,40,305,1,ultra-common,mf
724,614,Beartic,0,global,Ice,"",Snow Cloak,Slush Rush,Swift Swim,5,0,0,2.6,260,95,130,80,70,80,50,505,1,common,mf
725,615,Cryogonal,0,global,Ice,"",Levitate,"","",5,0,0,1.1,148,80,50,50,95,135,105,515,1,common,uk
726,616,Shelmet,0,global,Bug,"",Hydration,Shell Armor,Overcoat,5,0,0,0.4,7.7,50,40,85,40,65,25,305,1,ultra-common,mf
727,617,Accelgor,0,global,Bug,"",Hydration,Sticky Hold,Unburden,5,0,0,0.8,25.3,80,70,40,100,60,145,495,1,common,mf
728,618,Stunfisk,0,global,Electric,Ground,Stanfisk,Limber,Sand Veil,5,0,0,0.7,11,109,66,84,81,99,32,471,1,common,mf
729,618,Stunfisk,0,galarian,Ground,Steel,Mimicry,"","",8,0,0,0.7,20.5,109,81,99,66,84,32,471,1,common,mf
730,619,Mienfoo,0,global,Fighting,"",Inner Focus,Regenerator,Reckless,5,0,0,0.9,20,45,85,50,55,50,65,350,1,ultra-common,mf
731,620,Mienshao,0,global,Fighting,"",Inner Focus,Regenerator,Reckless,5,0,0,1.4,35.5,65,125,60,95,60,105,510,1,common,mf
732,621,Druddigon,0,global,Dragon,"",Rough Skin,Sheer Force,Mold Breaker,5,0,0,1.6,139,77,120,90,60,90,48,485,1,common,mf
733,622,Golett,0,global,Ground,Ghost,Iron Fist,Klutz,No Guard,5,0,0,1,92,59,74,50,35,50,35,303,1,ultra-common,uk
734,623,Golurk,0,global,Ground,Ghost,Iron Fist,Klutz,No Guard,5,0,0,2.8,330,89,124,80,55,80,55,483,1,common,uk
735,624,Pawniard,0,global,Dark,Steel,Defiant,Inner Focus,Pressure,5,0,0,0.5,10.2,45,85,70,40,40,60,340,1,ultra-common,mf
736,625,Bisharp,0,global,Dark,Steel,Defiant,Inner Focus,Pressure,5,0,0,1.6,70,65,125,100,60,70,70,490,1,common,mf
737,626,Bouffalant,0,global,Normal,"",Reckless,Sap Sipper,Soundproof,5,0,0,1.6,94.6,95,110,95,40,95,55,490,1,common,mf
738,627,Rufflet,0,global,Normal,Flying,Keen Eye,Sheer Force,Hustle,5,0,0,0.5,10.5,70,83,50,37,50,60,350,1,ultra-common,mo
739,628,Braviary,0,global,Normal,Flying,Keen Eye,Sheer Force,Defiant,5,0,0,1.5,41,100,123,75,57,75,80,510,1,common,mo
740,629,Vullaby,0,global,Dark,Flying,Big Pecks,Overcoat,Weak Armor,5,0,0,0.5,9,70,55,75,45,65,60,370,1,ultra-common,fo
741,630,Mandibuzz,0,global,Dark,Flying,Big Pecks,Overcoat,Weak Armor,5,0,0,1.2,39.5,110,65,105,55,95,80,510,1,common,fo
742,631,Heatmor,0,global,Fire,"",Gluttony,Flaash Fire,White Smoke,5,0,0,1.4,58,85,97,66,105,66,65,484,1,common,mf
743,632,Durant,0,global,Bug,Steel,Swarm,Hustle,Truant,5,0,0,0.3,33,58,109,112,48,48,109,484,1,common,mf
744,633,Deino,0,global,Dark,Dragon,Hustle,"","",5,0,0,0.8,17.3,52,65,50,45,50,38,300,1,ultra-common,mf
745,634,Zweilous,0,global,Dark,Dragon,Hustle,"","",5,0,0,1.4,50,72,85,70,65,70,58,420,1,ultra-common,mf
746,635,Hydreigon,0,global,Dark,Dragon,Levitate,"","",5,0,0,1.8,160,92,105,90,125,90,98,600,1,ultra-rare,mf
747,636,Larvesta,0,global,Bug,Fire,Flame Body,"",Swarm,5,0,0,1.1,28.8,55,85,55,50,55,60,360,1,ultra-common,mf
748,637,Volcarona,0,global,Bug,Fire,Flame Body,"",Swarm,5,0,0,1.6,46,85,60,65,135,105,100,550,1,ultra-rare,mf
749,638,Cobalion,0,global,Steel,Fighting,Justified,"","",5,1,0,2.1,250,91,90,129,90,72,108,580,1,ultra-rare,uk
750,639,Terrakion,0,global,Rock,Fighting,Justified,"","",5,1,0,1.9,260,91,129,90,72,90,108,580,1,ultra-rare,uk
751,640,Virizion,0,global,Grass,Fighting,Justified,"","",5,1,0,2,200,91,90,72,90,129,108,580,1,ultra-rare,uk
752,641,Tornadus,0,global,Flying,"",Prankster,"",Defiant,5,1,0,1.5,63,79,115,70,125,80,111,580,1,ultra-rare,mo
753,641,Tornadus,1,global,Flying,"",Regenerator,"","",5,1,0,1.4,63,79,100,80,110,90,121,580,1,ultra-rare,mo
754,642,Thundurus,0,global,Electric,Flying,Prankster,"",Defiant,5,1,0,1.5,61,79,115,70,125,80,111,580,1,ultra-rare,mo
755,642,Thundurus,1,global,Electric,Flying,Volt Absorb,"","",5,1,0,3,61,79,105,70,145,80,101,580,1,ultra-rare,mo
756,643,Reshiram,0,global,Dragon,Fire,Turboblaze,"","",5,1,0,3.2,330,100,120,100,150,120,90,680,1,ultra-rare,uk
757,644,Zekrom,0,global,Dragon,Electric,Terabolt,"","",5,1,0,2.9,345,100,150,120,120,100,90,680,1,ultra-rare,uk
758,645,Landorus,0,global,Ground,Flying,Sand Force,"",Sheer Force,5,1,0,1.5,68,89,125,90,115,80,101,600,1,ultra-rare,mo
